,NGA,Temperoculture,Period_start,Period_end,Capital,Degree of centralization,Duration,Language,Linguistic family,Original name,Peak Date,succeeding (quasi)polity,Supra-polity relations,UTM zone,High Gods (creator gods),supernatural enforcement of fairness,supernatural enforcement of human reciprocity,supernatural enforcement of in-group loyalty,Name of Official Cult,Name of other significant religious or ideological systems,Examination system,Full-time bureaucrats,Merit promotion,Source of support,Specialized government buildings,Calendar,Fiction,History,Lists tables and classifications,Non-phonetic alphabetic writing,Philosophy,Phonetic alphabetic writing,Practical literature,Religious literature,Sacred Texts,Scientific literature,Script,Time,Written records,Courts,Formal legal code,Judges,Professional Lawyers,Couriers,Debt and credit structures,Foreign coins,General postal service,Indigenous coins,Paper currency,Postal stations,Precious metals,Store of wealth,Tokens,Professional military officers,Professional priesthood,Professional soldiers,Bridges,Burial site,Canals,Ceremonial site,drinking water supply systems,Enclosures,Entertainment buildings,irrigation systems,Knowledge/information buildings,markets,Mines or quarries,Ports,Roads,Special purpose house,Special purpose sites,Symbolic building,Trading emporia,Utilitarian public buildings,Polity Population,preceding (quasi)polity,relationship to preceding (quasi)polity,Description of the Normative Ideology,Largest scale collective ritual of the official cult_Frequency for the audience,Largest scale collective ritual of the official cult_Frequency for the ritual specialist,Largest scale collective ritual of the official cult_Frequency per participant,Most dysphoric collective ritual_Frequency for the audience,Most dysphoric collective ritual_Frequency for the ritual specialist,Most dysphoric collective ritual_Frequency per participant,Most euphoric collective ritual of the official cult_Frequency for the audience,Most euphoric collective ritual of the official cult_Frequency for the ritual specialist,Most euphoric collective ritual of the official cult_Frequency per participant,Most frequent collective ritual of the official cult_Frequency for the audience,Most frequent collective ritual of the official cult_Frequency for the ritual specialist,Most frequent collective ritual of the official cult_Frequency per participant,Most frequent collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_Frequency for the audience,Most widespread collective ritual of the official cult_Frequency for the ritual specialist,Most widespread collective ritual of the official cult_Frequency per participant,Non-phonetic writing,Nonwritten records,Articles,Fastest individual communication,Polity territory,Communal buildings,extent,food storage sites,height,Largest scale collective ritual of the official cult_Name,Most dysphoric collective ritual_Name,Most euphoric collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_0_Frequency for the audience,Most widespread collective ritual of the official cult_0_Frequency for the ritual specialist,Most widespread collective ritual of the official cult_0_Frequency per participant,Most widespread collective ritual of the official cult_0_Name,Administrative levels,Military levels,Religious levels,Settlement hierarchy,Area,Geometrical,Length,Volume,Weight,Population of the largest settlement,Largest communication distance,Symbolic buildings,scale of supra-cultural interaction,Supracultural entity,Mnemonic devices,Other site,Other,Occupational complexity,cost,Written records_1,Largest scale collective ritual of the official cult_0_Frequency for the audience,Largest scale collective ritual of the official cult_0_Frequency for the ritual specialist,Largest scale collective ritual of the official cult_0_Frequency per participant,Largest scale collective ritual of the official cult_0_Name,Creator Gods,Most dysphoric ritual_Frequency for the audience,Most dysphoric ritual_Frequency for the ritual specialist,Most dysphoric ritual_Frequency per participant,Most dysphoric ritual_Name,Most euphoric collective ritual_Frequency for the audience,Most euphoric collective ritual_Frequency for the ritual specialist,Most euphoric collective ritual_Frequency per participant,Most euphoric collective ritual_Name,Non written records,Drinking water supply systems,Food storage sites,Markets,Non-phonetic  writing,Irrigation systems,Name_1,succeeding (quasi) polity,Professional lawyers,Philosophy_1,Most dysphoric collective ritual of the official cult_Frequency for the audience,Most dysphoric collective ritual of the official cult_Frequency for the ritual specialist,Most dysphoric collective ritual of the official cult_Frequency per participant,Most dysphoric collective ritual of the official cult_Name,Frequency for the participants,Population of the largest settlement_1,Original name_1,Time_1,Linguistic Family,Religious Tradition,Religion-Family,Religion-Sect
10,Big Island Hawaii,Hawaii3-3,1579.0,1589.0,Kona District,unitary state,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Big Island Hawaii,Hawaii3-4,1589.0,1629.0,Kona District,unitary state,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Big Island Hawaii,Hawaii3-5,1629.0,1630.0,Kona District,unitary state,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Big Island Hawaii,Hawaii3-6,1630.0,1689.0,Kona District,quasipolity,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Big Island Hawaii,Hawaii3-7,1689.0,1691.0,Kona District,quasipolity,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Big Island Hawaii,Hawaii3-8,1691.0,1710.0,Kona District,loose,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Big Island Hawaii,Hawaii3-9,1710.0,1711.0,Kona District,loose,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Big Island Hawaii,Hawaii3-10,1711.0,1752.0,Kona District,unitary state,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Big Island Hawaii,Hawaii3-11,1752.0,1755.0,Kona District,unitary state,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Big Island Hawaii,Hawaii3-12,1755.0,1777.0,Kona District,unitary state,1580-1778 CE,Hawaiian,Austronesian,Hawai’i,,,,5Q,,,,,Hawaiian Religion,,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.1,,0.1,,0.1,,1.0,1.0,0.1,0.1,,0.1,1.0,,,1.0,0.1,1.0,37500,,,,not applicable,yearly,yearly,,yearly,yearly,not applicable,yearly,yearly,,,,,not applicable,not applicable,daily,0.0,1.0,1.0,,7000,,,1.0,,kapu Makahiki sensu stricto,hono,kapu Makahiki sensu stricto,daily offering,not applicable,not applicable,daily,daily offering,4,3,2,2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Big Island Hawaii,USHawai-1,1818.0,1819.0,Honolulu,confederated state,1820-1854 CE,Hawaiian,Austronesian,Kingdom of Hawaii,,,nominal allegiance,4Q,moralizing,1.0,1.0,0.0,Christianity,,0.0,0.0,,,,,0.1,0.1,1.0,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,1.0,1.0,0.1,,0.1,,0.1,,0.1,1.0,1.0,0.1,,1.0,0.1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.1,16624,1.0,,1.0,,,,,,,,,,5,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Big Island Hawaii,USHawai-2,1819.0,1822.0,Honolulu,confederated state,1820-1854 CE,Hawaiian,Austronesian,Kingdom of Hawaii,,,nominal allegiance,4Q,moralizing,1.0,1.0,0.0,Christianity,,0.0,0.0,,,,,0.1,0.1,1.0,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,1.0,1.0,0.1,,0.1,,0.1,,0.1,1.0,1.0,0.1,,1.0,0.1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.1,16624,1.0,,1.0,,,,,,,,,,5,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
