,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
128,CnTangE+800,"['Middle Yellow River Valley', 'Orkhon Valley']",Tang Dynasty,800,900,52800000.0,4100000.0,1000000.0,7,8.0,2.0,3.0,1400,,1.0,1.0,1.0,1.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2080,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,739.0,"['50S', '48T']","['East Asia', 'Central Eurasia']",Chang'an,unitary state,Chinese,Sino-Tibetan,Sui Dynasty,continuation,Tang Dynasty,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.722633922533812,6.612783856719736,6.0,4.333333333333333,1.0,0.8999999999999999,4.0,1.0,5.0,CnTangE,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",247.10467236331158,6.5885476041021205,7.602059991327962,271.7601565659694,5.7714713537403295,6.510946948672973,144.33100190402473,3.6313603201973805,6.0,235.83333333333326,4.266508963343634,3.333333333333333,34.22727272727268,0.8193706957712439,1.0,37.322222222222194,1.1755420718299034,0.8999999999999999,246.0,8.378067048233243,4.0,34.66666666666666,0.7286716685359891,1.0,203.5,9.995290389314617,5.0
129,CnTangL+800,['Middle Yellow River Valley'],Tang Dynasty,800,900,40000000.0,3243000.0,1000000.0,7,5.0,2.0,3.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.75,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,819.0,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.602059991327962,6.510946948672973,6.0,3.333333333333333,1.0,0.8999999999999999,4.0,1.0,5.0,CnTangL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",320.48219112467063,18.198189014351517,7.722633922533812,343.1369537465041,11.890054062092087,6.612783856719736,259.2763975344511,9.291532018043984,6.0,396.99999999999983,9.634919866771362,4.333333333333333,60.47272727272717,1.9141684016356724,1.0,69.78888888888882,2.2523458834545296,0.8999999999999999,406.0,10.893073191517427,4.0,63.333333333333314,2.3539111202307907,1.0,347.0,13.518231625757792,5.0
130,CnTangL+900,['Middle Yellow River Valley'],Tang Dynasty,900,1000,60000000.0,1500000.0,1000000.0,7,5.0,2.0,3.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.75,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,819.0,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.778151250383644,6.176091259055681,6.0,3.333333333333333,1.0,0.8999999999999999,4.0,1.0,5.0,CnTangL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",335.8068850385324,10.331510168979065,0.0,356.2606845518968,8.620853271666661,0.0,271.2763975344511,8.419243708754646,0.0,404.66666666666646,6.700752911304376,0.0,62.47272727272717,1.1021160605878473,0.0,71.58888888888883,1.401587404494871,0.0,414.0,5.427736277510545,0.0,65.33333333333331,1.3426634678233844,0.0,357.0,7.46513687501585,0.0
131,CnTangL+1000,['Middle Yellow River Valley'],Tang Dynasty,1000,1100,60000000.0,1500000.0,1000000.0,7,5.0,2.0,3.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.75,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,819.0,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.778151250383644,6.176091259055681,6.0,3.333333333333333,1.0,0.8999999999999999,4.0,1.0,5.0,CnTangL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",351.3631875392997,20.584552373378866,7.778151250383644,368.91864822126314,17.600361477803006,6.481872410310664,282.97536753878717,16.078584633160002,5.698970004336019,413.3333333333331,13.67022201618784,5.333333333333333,64.47272727272717,3.074727425359592,1.7272727272727273,73.48888888888884,3.5694357935292103,1.8888888888888888,422.0,14.718340937928147,8.0,67.33333333333331,3.6324903763512713,2.0,368.0,20.293440519927522,11.0
132,CnWHan-200,['Middle Yellow River Valley'],Han Empire,-200,-100,45000000.0,2433000.0,250000.0,7,7.0,3.0,6.0,1500,,1.0,,0.1,0.1,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2,2400 m,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,-100.0,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1.0,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.653212513775344,6.386142108930818,5.3979400086720375,5.333333333333333,0.7454545454545454,0.8888888888888888,4.0,0.8888888888888888,6.0,CnWHan,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",170.72448520293122,21.65907967962384,14.810605152165872,218.62960258067613,21.01513131624754,17.00314245005172,165.17063195744686,7.285154499719938,5.301029995663981,272.0,31.676045755268596,18.333333333333332,36.51818181818178,4.621400665080763,2.8454545454545452,42.4222222222222,5.185750272448161,3.1111111111111107,270.0,29.22121495374274,16.0,33.22222222222224,4.655568619182683,3.0,183.0,31.574803047204263,18.0
133,CnWHan-100,['Middle Yellow River Valley'],Han Empire,-100,0,45000000.0,4567000.0,250000.0,7,7.0,3.0,6.0,1500,,1.0,,0.1,0.1,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2,2400 m,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,-100.0,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1.0,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.653212513775344,6.659631011607001,5.3979400086720375,5.333333333333333,0.7454545454545454,0.8888888888888888,4.0,0.8888888888888888,6.0,CnWHan,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",193.18830286887243,21.71645690228034,14.810605152165872,231.40188679853776,10.017432576091943,6.386142108930818,175.86960196178288,7.649822907298012,5.301029995663981,295.16666666666663,15.087481310135324,9.833333333333332,40.10909090909086,1.985711385665706,1.5727272727272728,46.42222222222219,2.4670853068966334,1.7777777777777777,290.0,13.250217736089462,8.0,37.11111111111113,2.3533057323347375,1.8888888888888888,205.0,17.8473249771501,10.0
134,CnWHan+0,['Middle Yellow River Valley'],Han Empire,0,100,57600000.0,4917000.0,250000.0,7,7.0,3.0,6.0,1500,,1.0,,0.1,0.1,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2,2400 m,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,-100.0,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1.0,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.760422483423213,6.691700208290161,5.3979400086720375,5.333333333333333,0.7454545454545454,0.8888888888888888,4.0,0.8888888888888888,6.0,CnWHan,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",222.86066569565153,12.038820329061565,7.20854516083791,244.44765991907556,3.887226219518202,0.0,186.5685719661189,1.999466537883457,0.0,314.6666666666666,8.070332793405765,4.333333333333333,43.172727272727215,1.1340789522200176,0.7454545454545454,49.97777777777773,1.522960201659878,0.8888888888888888,306.0,8.209936664089524,4.0,40.8888888888889,1.463899693217362,1.0,226.0,11.310625712684462,5.0
135,CnWHan+100,['Middle Yellow River Valley'],Han Empire,100,200,57600000.0,4917000.0,250000.0,7,7.0,3.0,6.0,1500,,1.0,,0.1,0.1,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2,2400 m,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,-100.0,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1.0,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.760422483423213,6.691700208290161,5.3979400086720375,5.333333333333333,0.7454545454545454,0.8888888888888888,4.0,0.8888888888888888,6.0,CnWHan,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",237.82963333991265,10.639349178620261,7.20854516083791,251.13936012736573,7.901684191355637,6.812913356642857,191.96651197479093,7.62521745478182,5.623249290397902,324.3333333333332,10.692437160387152,9.0,44.6636363636363,1.7897002614075115,1.6636363636363634,51.7555555555555,2.267103130291567,1.8888888888888888,314.0,10.167321682973999,8.0,42.777777777777786,2.068398205011098,1.8888888888888888,237.0,13.752389811393078,10.0
136,CnWWei+600,['Middle Yellow River Valley'],Western Wei,600,700,,,,,,,,,,,1.0,0.1,0.1,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,0.1,0.1,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year celebrations,not applicable,once yearly,once yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,,0.5727272727272728,0.6666666666666666,4.0,1.0,5.0,CnWWei,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,26.322931953487654,0.0,,21.702913122210287,0.0,,13.782260890276092,0.0,,14.586802964909246,0.0,57.590909090908994,3.6360908021131846,0.0,66.76666666666658,4.136233400680835,0.0,390.0,22.622809454729268,0.0,59.333333333333314,5.2330510712650815,0.0,327.0,27.923207650841263,0.0
137,CnWZhou-1100,['Middle Yellow River Valley'],Western Zhou,-1100,-1000,,850000.0,,5,4.0,2.0,5.0,900,1.0,,,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,27.0,,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,,,1.0,,0.1,1.0,1.0,-937.0,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,,5.929418925714293,,3.6666666666666665,0.7363636363636363,0.6666666666666666,4.0,0.7777777777777778,2.0,CnWZhou,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,9.531487222397448,6.698970004336019,89.83343533041955,8.037681997190859,6.0,,2.1251108916968446,0.0,109.66666666666664,5.561459610595038,3.333333333333333,7.145454545454548,0.8808060112380636,0.4818181818181818,13.199999999999998,0.9784766684881213,0.5555555555555556,110.0,6.057173526026369,4.0,2.7777777777777777,0.5068176456622776,0.2222222222222222,58.0,4.801200831764956,3.0
138,CnWZhou-1000,['Middle Yellow River Valley'],Western Zhou,-1000,-900,5000000.0,850000.0,100000.0,5,4.0,2.0,5.0,900,1.0,,,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,27.0,,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,,,1.0,,0.1,1.0,1.0,-937.0,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,6.698970004336019,5.929418925714293,5.0,3.6666666666666665,0.7363636363636363,0.6666666666666666,4.0,0.7777777777777778,2.0,CnWZhou,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",135.60205999132796,7.965580819790752,6.698970004336019,101.76285425613383,6.634893926073106,6.0,139.33583387407242,1.0555984152173,0.0,116.66666666666664,4.451711218705267,3.333333333333333,8.363636363636367,0.6479790642967409,0.4818181818181818,14.422222222222219,0.7764456882415088,0.5555555555555556,118.0,5.032890691580571,4.0,3.7777777777777777,0.33609008731654927,0.2222222222222222,63.0,4.032942018617139,3.0
139,CnWZhou-900,['Middle Yellow River Valley'],Western Zhou,-900,-800,9000000.0,850000.0,125000.0,5,4.0,2.0,5.0,900,1.0,,,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,27.0,,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,,,1.0,,0.1,1.0,1.0,-937.0,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,6.954242509439325,5.929418925714293,5.096910013008057,3.6666666666666665,0.7363636363636363,0.6666666666666666,4.0,0.7777777777777778,2.0,CnWZhou,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",142.30102999566398,2.8071378855724247,0.0,107.69227318184812,2.838044650814633,0.0,144.33583387407242,2.1274913355670826,0.0,120.33333333333331,2.394770759260123,0.0,9.100000000000003,0.2821533620997899,0.0,15.088888888888885,0.37712667562798624,0.0,122.0,3.081885822393917,0.0,4.555555555555555,0.3130663832069463,0.0,65.0,1.284867156825449,0.0
140,CnWZhou-800,['Middle Yellow River Valley'],Western Zhou,-800,-700,13500000.0,850000.0,125000.0,5,4.0,2.0,5.0,900,1.0,,,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,27.0,,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,,,1.0,,0.1,1.0,1.0,-937.0,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,7.130333768495007,5.929418925714293,5.096910013008057,3.6666666666666665,0.7363636363636363,0.6666666666666666,4.0,0.7777777777777778,2.0,CnWZhou,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",149.2552725051033,1.5513560563058924,0.0,113.62169210756241,2.2036030249072835,0.0,149.43274388708048,2.1242822867700433,0.0,123.99999999999999,1.8013749655073337,0.0,9.83636363636364,0.225286181203041,0.0,15.755555555555551,0.23582175628236743,0.0,126.0,2.057371448751928,0.0,5.333333333333333,0.19923506293600377,0.0,67.0,0.7768340419341703,0.0
141,CnWZhou-700,['Middle Yellow River Valley'],Western Zhou,-700,-600,13500000.0,850000.0,125000.0,5,4.0,2.0,5.0,900,1.0,,,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,27.0,,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,,,1.0,,0.1,1.0,1.0,-937.0,['50S'],['East Asia'],Zhongzhou,unitary state,Chinese,Sino-Tibetan,Late Shang,elite migration,Zhou Kingdom,2000000,,vassalage,moralizing,,,,,royal tillage,not applicable,yearly,yearly,punitive cannibalism,,,,feast,,,,ancestor worship,not applicable,seasonally,seasonally,agricultural ceremonies,not applicable,seasonally,seasonally,,7.130333768495007,5.929418925714293,5.096910013008057,3.6666666666666665,0.7363636363636363,0.6666666666666666,4.0,0.7777777777777778,2.0,CnWZhou,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",156.3856062735983,1.5518477110000413,0.0,119.5511110332767,17.01027271688011,14.806179973983886,154.52965390008853,2.124689181381438,0.0,127.66666666666666,22.13507824253336,11.833333333333332,10.572727272727276,4.225317811672085,2.3636363636363638,16.422222222222217,4.124794926721648,2.3333333333333335,130.0,22.057877735312854,12.0,6.111111111111111,4.643746525096544,2.6666666666666665,69.0,15.777292920374723,9.0
142,CnWei3+300,['Middle Yellow River Valley'],Wei Dynasty,300,400,,,,4,4.0,1.0,,,,,1.0,0.1,0.1,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,1.0,,1.0,1.0,1.0,224.0,['50S'],['East Asia'],Luoyang,unitary state,Chinese,Sino-Tibetan,Eastern Han,Continuity,Western Jin,Three Kingdoms,,alliance,,,,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,2.5,0.6545454545454545,0.6666666666666666,4.0,0.8888888888888888,5.0,CnWei3,0.3333333333333333,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",,20.311109720533924,14.889786398213499,,20.043396452054527,17.89625056246164,,13.230349672901195,10.778151250383644,352.1666666666665,16.295508775481984,13.5,49.845454545454466,4.190161065563012,2.209090909090909,57.75555555555549,5.081948028298234,2.5555555555555554,342.0,26.32938499711097,12.0,48.888888888888886,5.309484670499207,2.4444444444444446,271.0,32.9708408188513,13.0
